Location/Plus Code,Latitude,Longitude,Timestamp,PICS
"P282+wrh, Sheikhupura, Punjab , Pakistan EE Lat 31",31.717865,74.003182,19/12/2025 03:44 PM,WhatsApp Image 2026-01-06 at 12.53.33 PM (1).jpeg
"P282+wrh, Sheikhupura, Punjab , Pakistan EEE at 31",31.717843,74.00329,19/12/2025 03:44 PM,WhatsApp Image 2026-01-06 at 12.53.33 PM (2).jpeg
"P282+hhm, Gujranwala Rd, Sheikhupura, Punjab",31.716288,74.001709,19/12/2025 10:11 AM,WhatsApp Image 2026-01-06 at 12.53.33 PM.jpeg
"P282+wrh, Sheikhupura, Punjab , Pakistan SE Lat 31",31.717783,74.003584,19/12/2025 03:43 PM,WhatsApp Image 2026-01-06 at 12.53.34 PM (1).jpeg
"P282+wrh, Sheikhupura, PUGIELD Pakistan oy 7795",31.717795,74.003512,19/12/2025 03:43 PM,WhatsApp Image 2026-01-06 at 12.53.34 PM (2).jpeg
"P282+wrh, Sheikhupura, Punjab , Pakistan UE Lat 31",31.717815,74.003426,19/12/2025 03:43 PM,WhatsApp Image 2026-01-06 at 12.53.34 PM.jpeg
"Mxw9+37g, Sheikhupura, Punjab , Pakistan Lo TT",31.694383,73.9679,19/12/2025 03:38 PM,WhatsApp Image 2026-01-06 at 12.53.35 PM (1).jpeg
"Mxw9+37g, Sheikhupura, Punjab , Pakistan RE por",31.694518,73.96792,19/12/2025 03:38 PM,WhatsApp Image 2026-01-06 at 12.53.35 PM (2).jpeg
"P283+j57, Gujranwala Link Rd, Sheikhupura, Punjab, iY",31.717777,74.003698,19/12/2025 03:43 PM,WhatsApp Image 2026-01-06 at 12.53.35 PM.jpeg
"Mxw9+552, Road, Near Mad",31.695303,73.968018,19/12/2025 03:36 PM,WhatsApp Image 2026-01-06 at 12.53.36 PM (1).jpeg
"Mxw9+37g, Sheikhupura, Punjab , Pakistan",31.694758,73.968003,19/12/2025 03:37 PM,WhatsApp Image 2026-01-06 at 12.53.36 PM (2).jpeg
"Mxw9+37g, Sheikhupura, Punjab , Pakistan",31.695165,73.968025,19/12/2025 03:37 PM,WhatsApp Image 2026-01-06 at 12.53.36 PM.jpeg
"P283+j57, Gujranwala Link Rd, Sheikhupura, Punjab, oy FA ig Pakistan JUS Lat 31",31.717757,74.003881,19/12/2025 03:39 PM,WhatsApp Image 2026-01-06 at 12.53.37 PM (1).jpeg
"P283+j57, Gujranwala Link Rd, Sheikhupura, Punjab , oT SV Pakistan Logo S08 Lat 31",31.717718,74.004026,19/12/2025 03:39 PM,WhatsApp Image 2026-01-06 at 12.53.37 PM.jpeg
"P294+f62, Mohala Gharibabad Sheikhupura, Pakistan, We Ss Sheikhupura, Punjab , Pakistan Lyon SEE Lat 31",31.717685,74.004347,19/12/2025 03:39 PM,WhatsApp Image 2026-01-06 at 12.53.38 PM (1).jpeg
"P283+j9, Sheikhupura, Punjab , Pakistan CE SEES",31.717389,74.004702,19/12/2025 03:39 PM,WhatsApp Image 2026-01-06 at 12.53.38 PM (2).jpeg
"P294+f62, Mohala Gharibabad Sheikhupura, Pakistan, ryt Fire",31.717725,74.004096,19/12/2025 03:39 PM,WhatsApp Image 2026-01-06 at 12.53.38 PM.jpeg
"P294+f62, Mohala Gharibabad Sheikhupura, Pakistan, ral is",31.717719,74.004219,19/12/2025 03:39 PM,WhatsApp Image 2026-01-06 at 12.53.39 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,11:41 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.39 PM.jpeg
PX28+9W,31.700895,73.9676044,11:41 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.40 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan 31",31.700895,73.9676044,11:46 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.40 PM (2).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,11:45 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.40 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan Rl 31700805",31.700895,73.9676044,11:46 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.41 PM (1).jpeg
"PX28+9W9, Sheikhupura",31.700895,73.9676044,11:46 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.41 PM (2).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,11:46 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.41 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan 31",31.700895,73.9676044,11:47 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.42 PM (1).jpeg
Not found,31.700895,73.9676044,12:04 PM 19/12/2028,WhatsApp Image 2026-01-06 at 12.53.42 PM (2).jpeg
"PX28+9W9, Sheikhupura, Pakistan BN 317008950 73",31.700895,73.9676044,11:46 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.42 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,12:05 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.43 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,12:05 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.43 PM (2).jpeg
"PX28+9WO, Sheikhupura, Pakistan",31.700895,73.9676044,12:04 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.43 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan 31",31.700895,73.9676044,12:07 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.44 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan 31",31.700895,73.9676044,12:07 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.44 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,12:06 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.45 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan SK 31",31.700895,73.9676044,12:07 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.45 PM (2).jpeg
"PX28+9W9, Sheikhupura, Pakistan KB 31",31.700895,73.9676044,12:08 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.45 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,12:05 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.46 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,12:05 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.46 PM.jpeg
Not found,31.70304,73.982503,19/12/2025 11:35 AM,WhatsApp Image 2026-01-06 at 12.53.47 PM (1).jpeg
"Px3m+22v, Bhikhi Rd, Shabastan Chowk, Sheikhupura, Punjab",31.702593,73.982462,19/12/2025 11:34 AM,WhatsApp Image 2026-01-06 at 12.53.47 PM (2).jpeg
"Px3m+22v, Bhikhi Rd, Shabastan Chowk, Sheikhupura, Punjab",31.702842,73.98249,19/12/2025 11:35 AM,WhatsApp Image 2026-01-06 at 12.53.47 PM.jpeg
"Px3m+865, Jahangirabad, Sheikhupura, Punjab , Pakistan",31.703298,73.982625,19/12/2025 11:36 AM,WhatsApp Image 2026-01-06 at 12.53.48 PM (1).jpeg
"Px3m+865, Jahangirabad, Sheikhupura, Punjab , Pakistan Lge Cig",31.703535,73.98258,19/12/2025 11:36 AM,WhatsApp Image 2026-01-06 at 12.53.48 PM (2).jpeg
"Px3m+865, Jahangirabad, Sheikhupura, Punjab , Pakistan es ve",31.7032,73.982572,19/12/2025 11:35 AM,WhatsApp Image 2026-01-06 at 12.53.48 PM.jpeg
"Px3m+865, Jahangirabad, Sheikhupura, Punjab , Pakistan",31.703558,73.982598,19/12/2025 11:36 AM,WhatsApp Image 2026-01-06 at 12.53.49 PM (1).jpeg
"Px3m+865, Jahangirabad, Sheikhupura, Punjab , Pakistan",31.703587,73.982627,19/12/2025 11:36 AM,WhatsApp Image 2026-01-06 at 12.53.49 PM (2).jpeg
"Px3m+865, Jahangirabad, Sheikhupura, Punjab , Pakistan rts",31.703615,73.982637,19/12/2025 11:37 AM,WhatsApp Image 2026-01-06 at 12.53.49 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,Not found,WhatsApp Image 2026-01-06 at 12.53.50 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan SCM 31",31.700895,73.9676044,11:30 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.50 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,11:30 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.51 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,11:27 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.51 PM (2).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,11:31 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.51 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan 31",31.700895,73.9676044,11:28 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.52 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan KK 31",31.700895,73.9676044,11:30 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.52 PM (2).jpeg
"Px28+9W9, Sheikhupura, Pakistan SRI 31",31.700895,73.9676044,11:28 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.52 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,11:30 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.53 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,11:29 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.53 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,01:21 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.54 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,11:28 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.54 PM (2).jpeg
"PX28+9W9, Sheikhupura, Pakistan 31",31.700895,73.9676044,11:30 AM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.54 PM.jpeg
Not found,31.700895,73.9676044,01:20 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.55 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan bl 31",31.700895,73.9676044,01:21 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.55 PM (2).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,01:21 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.55 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,01:22 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.56 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,01:22 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.56 PM (2).jpeg
"PX28+9W9, Sheikhupura, Pakistan if 31",31.700895,73.9676044,01:22 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.56 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan 31",31.700895,73.9676044,01:22 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.57 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,01:21 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.57 PM.jpeg
"PX28+9W9, Sheikhupura, Pakistan IE 31",31.700895,73.9676044,01:22 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.58 PM (1).jpeg
"PX28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,01:22 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.58 PM (2).jpeg
"Px28+9W9, Sheikhupura, Pakistan",31.700895,73.9676044,01:22 PM 19/12/2025,WhatsApp Image 2026-01-06 at 12.53.58 PM.jpeg
"Px3j+cfh, Tup Dar Jahangirabad, Sheikhupura, Punjab , Pakistan",31.703385,73.981175,19/12/2025 12:08 PM,WhatsApp Image 2026-01-06 at 12.53.59 PM (1).jpeg
"Px3j+cfh, Tup Dar Jahangirabad, Sheikhupura, Punjab , Pakistan",31.70338,73.981085,19/12/2025 12:07 PM,WhatsApp Image 2026-01-06 at 12.53.59 PM (2).jpeg
"Px3j+cfh, Tup Dar Jahangirabad, Sheikhupura, Punjab , Pakistan",31.703353,73.981323,19/12/2025 12:08 PM,WhatsApp Image 2026-01-06 at 12.53.59 PM.jpeg
"Px3j+cfh, Tup Dar Jahangirabad, Sheikhupura, Punjab , Pakistan Eh Sore ey",31.70343,73.9809,19/12/2025 12:07 PM,WhatsApp Image 2026-01-06 at 12.54.00 PM (1).jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura, oA",31.703378,73.980765,Not found,WhatsApp Image 2026-01-06 at 12.54.00 PM.jpeg
"px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura, pi Sms 58 Punjab, Pakistan",31.703445,73.980558,19/12/2025 12:06 PM,WhatsApp Image 2026-01-06 at 12.54.01 PM (1).jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura, oe Vy eto",31.703443,73.980472,19/12/2025 12:06 PM,WhatsApp Image 2026-01-06 at 12.54.01 PM (2).jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura",31.703427,73.980642,19/12/2025 12:06 PM,WhatsApp Image 2026-01-06 at 12.54.01 PM.jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura, pl",31.703488,73.980038,19/12/2025 12:05 PM,WhatsApp Image 2026-01-06 at 12.54.02 PM (1).jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura, BOK uh",31.703475,73.979963,19/12/2025 12:05 PM,WhatsApp Image 2026-01-06 at 12.54.02 PM (2).jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura, Fire fo",31.703453,73.980307,19/12/2025 12:06 PM,WhatsApp Image 2026-01-06 at 12.54.02 PM.jpeg
"Px2h+xpm, Tup Dar Sheikhupura, Pakistan, Sheikhupura, Punjab , ud Yo, ce Pakistan",31.702843,73.980015,19/12/2025 12:00 PM,WhatsApp Image 2026-01-06 at 12.54.03 PM (1).jpeg
"Px3h+fr6, Tup Dar Jahangirabad, Sheikhupura, Punjab , Pakistan",31.703527,73.979855,19/12/2025 12:05 PM,WhatsApp Image 2026-01-06 at 12.54.03 PM.jpeg
"Px4p+c69 Driving, School, Jahangirabad, Sheikhupura, Punjab JER",31.706513,73.985593,19/12/2025 11:15 AM,WhatsApp Image 2026-01-06 at 12.54.04 PM (1).jpeg
"Px4p+c69 Driving, School, Jahangirabad, Sheikhupura, Punjab",31.706505,73.985672,19/12/2025 11:14 AM,WhatsApp Image 2026-01-06 at 12.54.04 PM (2).jpeg
"Px4p+gcm, Bhikhi Rd, Mohalla Ahmedpura, Sheikhupura, Punjab, eh",31.706442,73.986058,19/12/2025 11:14 AM,WhatsApp Image 2026-01-06 at 12.54.04 PM.jpeg
"Px4m+maqy, Khadim Hussain Rd, Jahangirabad, Sheikhupura",31.706605,73.98495,19/12/2025 11:15 AM,WhatsApp Image 2026-01-06 at 12.54.05 PM (1).jpeg
"Px4m+maqv, Khadim Hussain Rd, Jahangirabad, Sheikhupura, S02 SF Punjab, Pakistan So ha SEERE",31.706612,73.984743,19/12/2025 11:16 AM,WhatsApp Image 2026-01-06 at 12.54.05 PM (2).jpeg
"Px4p+c69 Driving, School, Jahangirabad, Sheikhupura, Punjab",31.706535,73.985343,19/12/2025 11:15 AM,WhatsApp Image 2026-01-06 at 12.54.05 PM.jpeg
"Px9x+96h, Allama Mashriqi Park, Sheikhupura",31.718033,73.998228,19/12/2025 11:23 AM,WhatsApp Image 2026-01-06 at 12.54.06 PM (1).jpeg
"Px4m+mqy, Khadim Hussain Rd, Jahangirabad, Sheikhupura",31.706687,73.984425,19/12/2025 11:16 AM,WhatsApp Image 2026-01-06 at 12.54.06 PM (2).jpeg
"Px4m+maqy, Khadim Hussain Rd, Jahangirabad, Sheikhupura",31.706657,73.984503,19/12/2025 11:16 AM,WhatsApp Image 2026-01-06 at 12.54.06 PM.jpeg
"Px8x+Vv5x, Gujranwala Rd, Sheikhupura, Punjab , SUS Pakistan",31.71781,73.998192,19/12/2025 11:22 AM,WhatsApp Image 2026-01-06 at 12.54.07 PM (1).jpeg
"Px9x+96h, Allama Mashriqgi Park, Sheikhupura, Eh",31.717901,73.998215,19/12/2025 11:22 AM,WhatsApp Image 2026-01-06 at 12.54.07 PM.jpeg
"Px8x+V5x, Gujranwala Rd, Sheikhupura, Punjab , fe SWE EEY pakistan fork St, IE",31.717656,73.998213,19/12/2025 11:22 AM,WhatsApp Image 2026-01-06 at 12.54.08 PM (1).jpeg
"Px6p+cdj, Allama Iqbal Park, Sheikhupura, Punjab , Pakistan",31.71105,73.985378,19/12/2025 12:44 PM,WhatsApp Image 2026-01-06 at 12.54.08 PM (2).jpeg
"Px8x+V5x, Gujranwala Rd, Sheikhupura, Punjab , ak id",31.71765,73.998268,19/12/2025 11:22 AM,WhatsApp Image 2026-01-06 at 12.54.08 PM.jpeg
"Px6m+2x4, Khadim Hussain Rd, Allama Igbal Park, Sheikhupura, Ro",31.709878,73.98513,19/12/2025 12:42 PM,WhatsApp Image 2026-01-06 at 12.54.09 PM (1).jpeg
"Px6p+42m, Khadim Hussain Rd, Allama Igbal Park, Sheikhupura, LL",31.710222,73.985192,19/12/2025 12:42 PM,WhatsApp Image 2026-01-06 at 12.54.09 PM (2).jpeg
Not found,31.70917,73.985002,19/12/2025 12:40 PM,WhatsApp Image 2026-01-06 at 12.54.09 PM.jpeg
"Px5p+h2w, Khadim Hussain Rd, Allama Igbal Park, Sheikhupura",31.70895,73.984932,19/12/2025 12:40 PM,WhatsApp Image 2026-01-06 at 12.54.10 PM (1).jpeg
"px5p+r37, Mohalla Ahmedpura, Sheikhupura, Punjab , Pakistan",31.70954,73.985038,19/12/2025 12:41 PM,WhatsApp Image 2026-01-06 at 12.54.10 PM.jpeg
Not found,31.708797,73984885,Not found,WhatsApp Image 2026-01-06 at 12.54.11 PM (1).jpeg
"PX5m+7vm, Hl Hu",31.708232,73.984812,19/12/2025 12:39 PM,WhatsApp Image 2026-01-06 at 12.54.11 PM (2).jpeg
"Px5m+cwy, Khadim Hussain Rd, Landa Bazar Allama Igbal Park",31.70858,73.984845,19/12/2025 12:39 PM,WhatsApp Image 2026-01-06 at 12.54.11 PM.jpeg
Not found,31.7074,73.9846,19/12/2025 12:38 PM,WhatsApp Image 2026-01-06 at 12.54.12 PM (1).jpeg
Not found,31.707258,73.984577,19/12/2025 12:37 PM,WhatsApp Image 2026-01-06 at 12.54.12 PM (2).jpeg
"Px5m+7vm, Khadim Hussain Rd, Allama Igbal Park, Sheikhupura",31.708272,73.984737,19/12/2025 12:39 PM,WhatsApp Image 2026-01-06 at 12.54.12 PM.jpeg
Not found,31.719127,74.000945,19/12/2025 02:43 PM,WhatsApp Image 2026-01-06 at 12.54.13 PM (1).jpeg
Not found,31.707082,73.984548,19/12/2025 12:37 PM,WhatsApp Image 2026-01-06 at 12.54.13 PM.jpeg
Not found,31.719322,74.000978,19/12/2025 02:43 PM,WhatsApp Image 2026-01-06 at 12.54.14 PM (1).jpeg
Not found,31.719413,74.001021,19/12/2025 02:42 PM,WhatsApp Image 2026-01-06 at 12.54.14 PM (2).jpeg
Not found,31.719197,74.000962,19/12/2025 02:43 PM,WhatsApp Image 2026-01-06 at 12.54.14 PM.jpeg
Not found,31.719438,74.001033,19/12/2025 02:42 PM,WhatsApp Image 2026-01-06 at 12.54.15 PM (1).jpeg
Not found,31.719569,74.001052,19/12/2025 02:42 PM,WhatsApp Image 2026-01-06 at 12.54.15 PM.jpeg
Not found,31.719815,74.001058,19/12/2025 02:42 PM,WhatsApp Image 2026-01-06 at 12.54.16 PM (1).jpeg
Not found,31.7197,74.001068,19/12/2025 02:42 PM,WhatsApp Image 2026-01-06 at 12.54.16 PM.jpeg
Not found,31.720054,74.000967,19/12/2025 02:42 PM,WhatsApp Image 2026-01-06 at 12.54.17 PM (1).jpeg
Not found,31.720072,74.000947,19/12/2025 02:42 PM,WhatsApp Image 2026-01-06 at 12.54.17 PM.jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura",31.703935,73.980298,19/12/2025 11:57 AM,WhatsApp Image 2026-01-06 at 12.54.18 PM (1).jpeg
"px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura",31.703818,73.980302,19/12/2025 11:57 AM,WhatsApp Image 2026-01-06 at 12.54.18 PM (2).jpeg
Not found,31.720113,74.000906,19/12/2025 02:41 PM,WhatsApp Image 2026-01-06 at 12.54.18 PM.jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura, Sy",31.703505,73.980253,19/12/2025 11:58 AM,WhatsApp Image 2026-01-06 at 12.54.19 PM (1).jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura",31.703382,73.980112,19/12/2025 11:59 AM,WhatsApp Image 2026-01-06 at 12.54.19 PM (2).jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura",31.703675,73.980217,19/12/2025 11:57 AM,WhatsApp Image 2026-01-06 at 12.54.19 PM.jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura",31.703283,73.980093,19/12/2025 11:59 AM,WhatsApp Image 2026-01-06 at 12.54.20 PM (1).jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura",31.703085,73.98011,19/12/2025 12:00 PM,WhatsApp Image 2026-01-06 at 12.54.20 PM (2).jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura",31.703123,73.980085,19/12/2025 11:59 AM,WhatsApp Image 2026-01-06 at 12.54.20 PM.jpeg
"Px2h+xpm, Tup Dar Sheikhupura, Pakistan, Sheikhupura, Punjab , ud Yo, ce Pakistan",31.702843,73.980015,19/12/2025 12:00 PM,WhatsApp Image 2026-01-06 at 12.54.21 PM (1).jpeg
"Px2h+xpm, Tup Dar Sheikhupura, Pakistan, Sheikhupura, Punjab , at RE",31.70279,73.980028,19/12/2025 12:00 PM,WhatsApp Image 2026-01-06 at 12.54.21 PM (2).jpeg
"Px3j+c3w, Igbal Khan St, Tup Dar Jahangirabad, Sheikhupura",31.70293,73.980028,19/12/2025 12:00 PM,WhatsApp Image 2026-01-06 at 12.54.21 PM.jpeg
"Px2h+xpm, Tup Dar Sheikhupura, Pakistan, Sheikhupura, Punjab, TP vii to RT Pakistan",31.702737,73.979972,19/12/2025 12:01 PM,WhatsApp Image 2026-01-06 at 12.54.22 PM (1).jpeg
Not found,31.720013,74.000671,19/12/2025 02:35 PM,WhatsApp Image 2026-01-06 at 12.54.22 PM (2).jpeg
"Px2h+xpm, Tup Dar Sheikhupura, Pakistan, Sheikhupura, Punjab, SER NRE Pakistan",31.702678,73.979948,19/12/2025 12:01 PM,WhatsApp Image 2026-01-06 at 12.54.22 PM.jpeg
Not found,31.719938,74.000377,19/12/2025 02:32 PM,WhatsApp Image 2026-01-06 at 12.54.23 PM (1).jpeg
Not found,31.720018,74.000399,19/12/2025 02:32 PM,WhatsApp Image 2026-01-06 at 12.54.23 PM (2).jpeg
Not found,31.719849,74.000369,19/12/2025 02:32 PM,WhatsApp Image 2026-01-06 at 12.54.23 PM.jpeg
Not found,31.719019,74.000544,19/12/2025 02:37 PM,WhatsApp Image 2026-01-06 at 12.54.24 PM (1).jpeg
Not found,31.720215,74.000313,19/12/2025 02:31 PM,WhatsApp Image 2026-01-06 at 12.54.24 PM.jpeg
Not found,31.719342,74.000621,19/12/2025 02:36 PM,WhatsApp Image 2026-01-06 at 12.54.25 PM (1).jpeg
Not found,31.719225,74.00058,19/12/2025 02:36 PM,WhatsApp Image 2026-01-06 at 12.54.25 PM (2).jpeg
Not found,31.719146,74.000568,19/12/2025 02:36 PM,WhatsApp Image 2026-01-06 at 12.54.25 PM.jpeg
Not found,31.719713,74.0007,19/12/2025 02:35 PM,WhatsApp Image 2026-01-06 at 12.54.26 PM (1).jpeg
Not found,31.719834,74.000725,19/12/2025 02:35 PM,WhatsApp Image 2026-01-06 at 12.54.26 PM (2).jpeg
Not found,31.719567,74.000666,19/12/2025 02:36 PM,WhatsApp Image 2026-01-06 at 12.54.26 PM.jpeg
Not found,31.71993,74.000727,19/12/2025 02:35 PM,WhatsApp Image 2026-01-06 at 12.54.27 PM (1).jpeg
"P2c2+p44, Sheikhupura, Punjab , Pakistan ey 50 Lat 31",31.721718,74.000509,19/12/2025 02:19 PM,WhatsApp Image 2026-01-06 at 12.54.27 PM.jpeg
"P2c2+p44, Sheikhupura, Punjab , Pakistan Ey",31.721711,74.000208,19/12/2025 02:18 PM,WhatsApp Image 2026-01-06 at 12.54.28 PM (1).jpeg
"P2c2+p44, Sheikhupura, Punjab , Pakistan sey MF",31.721746,74.000045,19/12/2025 02:18 PM,WhatsApp Image 2026-01-06 at 12.54.28 PM (2).jpeg
"p2c2+p44, Sheikhupura, Punjab , Pakistan Re",31.721719,74.000357,19/12/2025 02:18 PM,WhatsApp Image 2026-01-06 at 12.54.28 PM.jpeg
"P2c2+p44, Sheikhupura, Punjab , Pakistan HT Lat 31721742",31.721742,73.999901,19/12/2025 02:18 PM,WhatsApp Image 2026-01-06 at 12.54.29 PM (1).jpeg
Not found,31.721777,73.999684,19/12/2025 02:18 PM,WhatsApp Image 2026-01-06 at 12.54.29 PM.jpeg
"Pxcx+7hr, Sheikhupura, Punjab , Pakistan CW Lat 31",31.721569,73.999287,19/12/2025 02:17 PM,WhatsApp Image 2026-01-06 at 12.54.30 PM (1).jpeg
"pxcx+7hr, Sheikhupura, Punjab , Pakistan ra Lat 31",31.721422,73.999254,19/12/2025 02:17 PM,WhatsApp Image 2026-01-06 at 12.54.30 PM (2).jpeg
Not found,31.72182,73.999497,19/12/2025 02:18 PM,WhatsApp Image 2026-01-06 at 12.54.30 PM.jpeg
"Pxcx+7hr, Sheikhupura, Punjab , Pakistan Ls SR Lat 31",31.721242,73.999234,19/12/2025 02:16 PM,WhatsApp Image 2026-01-06 at 12.54.31 PM (1).jpeg
"Pxcx+7hr, Sheikhupura, Punjab , Pakistan CR Eitad Lat 31",31.720793,73.999179,19/12/2025 02:16 PM,WhatsApp Image 2026-01-06 at 12.54.31 PM (2).jpeg
"Pxcx+7hr, Sheikhupura, Punjab , Pakistan",31.721066,73.999192,19/12/2025 02:16 PM,WhatsApp Image 2026-01-06 at 12.54.31 PM.jpeg
"Pxcx+4q5, Gujranwala Link Rd, Sheikhupura, Punjab , JB JRSTEl Pakistan CEN LPR Lat 31",31.720371,73.99935,19/12/2025 02:14 PM,WhatsApp Image 2026-01-06 at 12.54.32 PM (1).jpeg
Not found,31.708948,73.984498,19/12/2025 12:57 PM,WhatsApp Image 2026-01-06 at 12.54.32 PM (2).jpeg
"Pxcx+4q5, Gujranwala Link Rd, Sheikhupura, Punjab",31.72054,73.999283,19/12/2025 02:15 PM,WhatsApp Image 2026-01-06 at 12.54.32 PM.jpeg
Not found,31.708958,73.984482,19/12/2025 12:57 PM,WhatsApp Image 2026-01-06 at 12.54.33 PM (1).jpeg
